epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
123,701.999,2.54617,0.75623,1.41372,0.92585,0.93237,0.96678,0.81083,1.1151,0.58996,1.45184,3.37325e-05,3.37325e-05,3.37325e-05
124,707.935,2.38733,0.74339,1.45868,0.92798,0.931,0.96649,0.80507,1.1256,0.59106,1.45284,3.3003e-05,3.3003e-05,3.3003e-05
125,713.815,2.39181,0.74385,1.43925,0.92859,0.92952,0.96741,0.80962,1.10715,0.58982,1.44774,3.22778e-05,3.22778e-05,3.22778e-05
126,719.826,2.51512,0.74942,1.41877,0.92408,0.9311,0.96538,0.79626,1.14603,0.59869,1.44309,3.15572e-05,3.15572e-05,3.15572e-05
127,725.536,2.33564,0.74733,1.44687,0.92645,0.92936,0.96585,0.80486,1.09819,0.59767,1.43119,3.08412e-05,3.08412e-05,3.08412e-05
128,731.403,2.44332,0.75079,1.40994,0.92761,0.93347,0.96623,0.80814,1.08705,0.58957,1.41998,3.013e-05,3.013e-05,3.013e-05
129,737.029,2.49978,0.75849,1.45431,0.91951,0.93205,0.96597,0.80172,1.11658,0.58359,1.43781,2.94239e-05,2.94239e-05,2.94239e-05
130,742.683,2.41442,0.74295,1.4341,0.92354,0.93809,0.9661,0.80942,1.10867,0.59891,1.43693,2.8723e-05,2.8723e-05,2.8723e-05
131,748.382,2.41618,0.7437,1.41242,0.92656,0.92798,0.96576,0.80326,1.11944,0.60329,1.43512,2.80275e-05,2.80275e-05,2.80275e-05
132,753.982,2.50892,0.73376,1.42645,0.92705,0.93241,0.96662,0.80807,1.11085,0.59086,1.43672,2.73375e-05,2.73375e-05,2.73375e-05
133,759.644,2.50125,0.755,1.40895,0.92861,0.93565,0.96729,0.80767,1.12312,0.59596,1.43495,2.66532e-05,2.66532e-05,2.66532e-05
134,765.41,2.40527,0.74036,1.42084,0.92398,0.93256,0.96587,0.8084,1.1024,0.60816,1.42766,2.59748e-05,2.59748e-05,2.59748e-05
135,771.375,2.31433,0.73472,1.42017,0.92689,0.93509,0.96716,0.81018,1.08901,0.59018,1.42274,2.53024e-05,2.53024e-05,2.53024e-05
136,777.195,2.38065,0.74065,1.41883,0.92828,0.93174,0.96624,0.80447,1.09931,0.59025,1.42066,2.46363e-05,2.46363e-05,2.46363e-05
