epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
168,505.831,3.32511,0.7886,0.8459,0.86643,0.89205,0.95,0.77277,1.87261,0.65149,0.82573,7.50274e-06,7.50274e-06,7.50274e-06
169,508.977,3.42059,0.79313,0.8435,0.85733,0.89445,0.94969,0.77368,1.85507,0.65884,0.82423,7.12282e-06,7.12282e-06,7.12282e-06
170,512.126,3.62017,0.79883,0.8422,0.84938,0.88738,0.94999,0.77376,1.86051,0.67001,0.82448,6.7536e-06,6.7536e-06,6.7536e-06
171,515.248,3.35619,0.79238,0.84578,0.85244,0.8851,0.95017,0.77186,1.86209,0.66837,0.82463,6.39518e-06,6.39518e-06,6.39518e-06
172,518.364,3.4804,0.79542,0.8434,0.85158,0.88817,0.95063,0.77294,1.85328,0.66511,0.82464,6.04763e-06,6.04763e-06,6.04763e-06
173,521.578,3.36903,0.78376,0.84587,0.85303,0.8872,0.95064,0.77296,1.85574,0.66729,0.82496,5.71106e-06,5.71106e-06,5.71106e-06
174,524.745,3.50408,0.79231,0.84444,0.85402,0.89122,0.95126,0.77432,1.85561,0.6657,0.82495,5.38554e-06,5.38554e-06,5.38554e-06
175,527.853,3.13761,0.77286,0.847,0.8526,0.89239,0.9508,0.77477,1.85966,0.66805,0.82438,5.07115e-06,5.07115e-06,5.07115e-06
176,530.947,3.32427,0.78615,0.84348,0.85659,0.89547,0.95086,0.77355,1.85659,0.66252,0.82428,4.76796e-06,4.76796e-06,4.76796e-06
177,534.1,3.36367,0.79784,0.84481,0.85798,0.89627,0.95115,0.77243,1.86839,0.66067,0.82443,4.47606e-06,4.47606e-06,4.47606e-06
178,536.297,3.41345,0.78505,0.84411,0.85436,0.8954,0.95052,0.77149,1.87826,0.66423,0.82461,4.19552e-06,4.19552e-06,4.19552e-06
179,538.113,3.35823,0.79091,0.84609,0.85385,0.8878,0.95046,0.77168,1.8794,0.6688,0.82508,3.9264e-06,3.9264e-06,3.9264e-06
180,539.981,3.34708,0.78847,0.84629,0.8509,0.88949,0.9507,0.77484,1.86087,0.66911,0.82473,3.66877e-06,3.66877e-06,3.66877e-06
181,541.795,3.43782,0.78883,0.84004,0.85089,0.89109,0.9505,0.77649,1.83912,0.66506,0.824,3.4227e-06,3.4227e-06,3.4227e-06
182,543.647,3.31851,0.78689,0.84643,0.85467,0.89086,0.95026,0.77601,1.83969,0.66126,0.82339,3.18825e-06,3.18825e-06,3.18825e-06
183,545.46,3.38333,0.78878,0.84267,0.85288,0.88735,0.94997,0.77532,1.83811,0.66275,0.82384,2.96546e-06,2.96546e-06,2.96546e-06
184,547.291,3.32143,0.78584,0.8441,0.85545,0.89212,0.95017,0.7744,1.85287,0.65926,0.82505,2.75441e-06,2.75441e-06,2.75441e-06
185,549.181,3.43367,0.78934,0.84352,0.85553,0.89029,0.95028,0.77373,1.84922,0.66134,0.82453,2.55513e-06,2.55513e-06,2.55513e-06
186,551.004,3.38843,0.78659,0.84789,0.85897,0.89055,0.95033,0.77324,1.86231,0.65979,0.82505,2.36769e-06,2.36769e-06,2.36769e-06
187,553.088,3.22429,0.79187,0.84543,0.86414,0.89101,0.9508,0.77424,1.8536,0.65165,0.82458,2.19212e-06,2.19212e-06,2.19212e-06
188,556.221,3.23851,0.78372,0.84412,0.85934,0.89144,0.95068,0.77463,1.85655,0.65796,0.82493,2.02847e-06,2.02847e-06,2.02847e-06
189,559.329,3.34949,0.77917,0.84282,0.85824,0.89311,0.95082,0.77487,1.85095,0.65728,0.82456,1.87678e-06,1.87678e-06,1.87678e-06
190,562.407,3.17146,0.77301,0.84689,0.85831,0.89397,0.95017,0.77342,1.86216,0.65692,0.82519,1.73709e-06,1.73709e-06,1.73709e-06
191,577.71,2.93046,0.83128,0.85096,0.86013,0.88682,0.94946,0.76734,1.87641,0.66103,0.8235,1.60943e-06,1.60943e-06,1.60943e-06
192,580.591,2.95004,0.82395,0.85231,0.85699,0.88213,0.94714,0.75822,1.92142,0.67369,0.82248,1.49383e-06,1.49383e-06,1.49383e-06
193,583.441,2.98385,0.82734,0.84986,0.85328,0.87474,0.94489,0.75655,1.92309,0.68476,0.82059,1.39032e-06,1.39032e-06,1.39032e-06
194,586.317,2.85156,0.8156,0.85129,0.84767,0.87684,0.94432,0.75276,1.94957,0.69373,0.82123,1.29893e-06,1.29893e-06,1.29893e-06
195,589.2,2.78754,0.79499,0.85472,0.83784,0.87836,0.94103,0.7507,1.95424,0.6993,0.82101,1.21968e-06,1.21968e-06,1.21968e-06
196,592.068,3.00695,0.8356,0.85154,0.84132,0.87834,0.94406,0.75507,1.93528,0.69578,0.82039,1.15259e-06,1.15259e-06,1.15259e-06
197,595.117,2.97242,0.82695,0.84856,0.84549,0.87475,0.94378,0.7558,1.92477,0.69184,0.81957,1.09768e-06,1.09768e-06,1.09768e-06
198,597.982,3.00318,0.83192,0.84933,0.84613,0.8787,0.94385,0.75728,1.9105,0.68899,0.81866,1.05495e-06,1.05495e-06,1.05495e-06
199,600.872,2.76969,0.78004,0.85031,0.84621,0.88083,0.94463,0.75818,1.91375,0.68737,0.81965,1.02443e-06,1.02443e-06,1.02443e-06
200,603.786,2.9088,0.80289,0.84893,0.84881,0.88191,0.9454,0.76051,1.90778,0.68468,0.81942,1.00611e-06,1.00611e-06,1.00611e-06
