epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
104,434.211,6.43636,1.18373,1.89048,0.70985,0.84548,0.83476,0.56112,3.38286,1.02543,1.99869,4.81682e-05,4.81682e-05,4.81682e-05
105,438.616,6.22483,1.16616,1.92272,0.72268,0.83522,0.84023,0.55212,3.54035,1.03938,2.00735,4.73919e-05,4.73919e-05,4.73919e-05
106,443.136,5.99458,1.15112,1.89953,0.7229,0.83415,0.84608,0.55549,3.52731,1.0487,1.99671,4.66163e-05,4.66163e-05,4.66163e-05
107,447.486,6.03201,1.17074,1.88626,0.7252,0.84776,0.84722,0.56305,3.40586,1.03762,1.98488,4.58416e-05,4.58416e-05,4.58416e-05
108,451.892,5.9581,1.16651,1.89212,0.7179,0.84582,0.84038,0.55282,3.46793,1.04915,1.98375,4.50682e-05,4.50682e-05,4.50682e-05
109,456.22,5.94899,1.15564,1.8819,0.72089,0.84081,0.83949,0.5573,3.34616,1.01325,1.98037,4.4296e-05,4.4296e-05,4.4296e-05
110,460.609,5.83896,1.14423,1.87934,0.72589,0.83991,0.84503,0.57249,3.15824,1.01063,1.96656,4.35254e-05,4.35254e-05,4.35254e-05
111,464.978,6.10306,1.15042,1.85821,0.72917,0.84056,0.84958,0.57417,3.20237,1.03274,1.96667,4.27565e-05,4.27565e-05,4.27565e-05
112,469.297,5.87293,1.15205,1.8803,0.71409,0.84248,0.84488,0.5506,3.5141,1.06794,1.97016,4.19895e-05,4.19895e-05,4.19895e-05
113,473.683,5.88783,1.14496,1.84973,0.71397,0.84507,0.84437,0.56314,3.31955,1.05888,1.95387,4.12246e-05,4.12246e-05,4.12246e-05
114,478.031,5.90799,1.15014,1.83713,0.72225,0.84097,0.84407,0.57055,3.18312,1.02881,1.95357,4.0462e-05,4.0462e-05,4.0462e-05
115,482.546,5.67379,1.13343,1.88048,0.72866,0.83677,0.84573,0.5622,3.27249,1.00958,1.95824,3.97019e-05,3.97019e-05,3.97019e-05
116,486.912,5.89643,1.14148,1.84914,0.73271,0.84085,0.85103,0.57578,3.14461,1.00699,1.94241,3.89445e-05,3.89445e-05,3.89445e-05
117,491.356,5.72985,1.14956,1.84938,0.72433,0.84536,0.85331,0.57163,3.23125,1.03059,1.9411,3.81899e-05,3.81899e-05,3.81899e-05
118,495.682,5.39444,1.1311,1.86067,0.71866,0.83574,0.84539,0.56598,3.2108,1.03331,1.93729,3.74383e-05,3.74383e-05,3.74383e-05
119,499.216,5.43225,1.13905,1.88281,0.71484,0.83775,0.84382,0.57237,3.07115,1.03141,1.92544,3.66899e-05,3.66899e-05,3.66899e-05
120,502.85,5.85028,1.14547,1.82401,0.72452,0.83721,0.84824,0.5794,3.02516,1.03261,1.92306,3.5945e-05,3.5945e-05,3.5945e-05
121,506.377,5.71069,1.14056,1.83409,0.72998,0.84043,0.85296,0.56727,3.25383,1.04447,1.93754,3.52037e-05,3.52037e-05,3.52037e-05
122,509.921,5.44839,1.12564,1.84714,0.74148,0.83721,0.85703,0.56547,3.32927,1.02645,1.93314,3.44661e-05,3.44661e-05,3.44661e-05
123,513.424,5.80247,1.13139,1.79831,0.73581,0.84525,0.85673,0.58065,3.15533,1.00685,1.92248,3.37325e-05,3.37325e-05,3.37325e-05
124,516.896,5.60163,1.12669,1.85043,0.72917,0.84483,0.85121,0.58009,3.08255,1.0026,1.91448,3.3003e-05,3.3003e-05,3.3003e-05
