epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
91,469.442,2.71396,0.86626,1.55705,0.84832,0.89414,0.93695,0.76544,1.22022,0.67906,1.58646,5.82435e-05,5.82435e-05,5.82435e-05
92,475.099,2.6193,0.8516,1.54874,0.83575,0.87913,0.93047,0.75596,1.22037,0.67165,1.58227,5.74746e-05,5.74746e-05,5.74746e-05
93,480.779,2.53081,0.85382,1.55677,0.85983,0.89943,0.94236,0.7757,1.20024,0.6735,1.57612,5.6704e-05,5.6704e-05,5.6704e-05
94,486.606,2.4658,0.83976,1.55993,0.85496,0.8931,0.94439,0.76236,1.23887,0.65766,1.56941,5.59318e-05,5.59318e-05,5.59318e-05
95,492.267,2.53567,0.85186,1.54361,0.8564,0.89849,0.94333,0.779,1.17475,0.66228,1.56715,5.51584e-05,5.51584e-05,5.51584e-05
96,497.974,2.48665,0.83367,1.5451,0.85912,0.89296,0.94533,0.77558,1.20934,0.70137,1.56785,5.43837e-05,5.43837e-05,5.43837e-05
97,503.803,2.53303,0.84777,1.53418,0.8702,0.89312,0.94744,0.78068,1.1661,0.67499,1.5548,5.36081e-05,5.36081e-05,5.36081e-05
98,509.756,2.77589,0.84925,1.50829,0.87586,0.89659,0.95151,0.77318,1.23367,0.67944,1.56072,5.28318e-05,5.28318e-05,5.28318e-05
99,515.425,2.58271,0.83148,1.51851,0.86892,0.89218,0.95175,0.78174,1.19296,0.6952,1.55547,5.20548e-05,5.20548e-05,5.20548e-05
100,521.256,2.6657,0.83135,1.50971,0.8682,0.90486,0.94566,0.77108,1.20754,0.64117,1.55439,5.12775e-05,5.12775e-05,5.12775e-05
101,526.784,2.49745,0.8214,1.50862,0.86512,0.91675,0.95217,0.7737,1.22368,0.62616,1.54804,5.05e-05,5.05e-05,5.05e-05
102,532.51,2.61898,0.81957,1.50052,0.8761,0.89394,0.94952,0.78672,nan,nan,nan,4.97225e-05,4.97225e-05,4.97225e-05
103,538.276,2.40859,0.80835,1.51181,0.84568,0.87362,0.94859,0.77729,1.19322,0.71036,1.53457,4.89452e-05,4.89452e-05,4.89452e-05
104,544.043,2.61605,0.81523,1.49963,0.88947,0.90533,0.95238,0.7803,1.19008,0.63785,1.53234,4.81682e-05,4.81682e-05,4.81682e-05
105,549.615,2.51312,0.80634,1.51166,0.88732,0.91142,0.95393,0.78315,nan,nan,nan,4.73919e-05,4.73919e-05,4.73919e-05
106,555.457,2.49538,0.80663,1.49295,0.8905,0.90691,0.9528,0.78131,1.16284,0.62405,1.52488,4.66163e-05,4.66163e-05,4.66163e-05
107,560.359,2.48778,0.81692,1.48684,0.89226,0.90397,0.95387,0.78877,1.14033,0.63259,1.51624,4.58416e-05,4.58416e-05,4.58416e-05
108,565.518,2.48486,0.80234,1.48467,0.88961,0.90388,0.95076,0.78933,1.13113,0.62452,1.50858,4.50682e-05,4.50682e-05,4.50682e-05
109,570.881,2.46818,0.80724,1.47975,0.87567,0.90214,0.95109,0.78619,1.16028,0.65992,1.5101,4.4296e-05,4.4296e-05,4.4296e-05
110,576.503,2.438,0.80818,1.47809,0.88441,0.89113,0.95142,0.78786,1.145,0.66579,1.50072,4.35254e-05,4.35254e-05,4.35254e-05
111,582.22,2.54682,0.79476,1.46391,0.89521,0.91005,0.95457,0.77656,1.17249,0.61401,1.50096,4.27565e-05,4.27565e-05,4.27565e-05
112,588.147,2.41507,0.79315,1.46846,0.89383,0.9124,0.9538,0.78671,nan,nan,nan,4.19895e-05,4.19895e-05,4.19895e-05
113,593.758,2.48952,0.7862,1.45463,0.87349,0.89565,0.95309,0.78835,1.13758,0.65326,1.49478,4.12246e-05,4.12246e-05,4.12246e-05
114,599.233,2.48376,0.79401,1.44956,0.8864,0.90253,0.95465,0.7869,1.13314,0.63635,1.4849,4.0462e-05,4.0462e-05,4.0462e-05
115,605.146,2.44686,0.78059,1.46907,0.89294,0.91744,0.95573,0.79136,1.11532,0.60227,1.48228,3.97019e-05,3.97019e-05,3.97019e-05
116,610.643,2.49914,0.77698,1.45717,0.89858,0.91013,0.95568,0.78669,1.14501,0.62705,1.48731,3.89445e-05,3.89445e-05,3.89445e-05
117,616.286,2.47615,0.79571,1.44872,0.89816,0.90851,0.95644,0.79355,1.11191,0.63177,1.47642,3.81899e-05,3.81899e-05,3.81899e-05
118,622.25,2.27892,0.78572,1.4573,0.89489,0.91408,0.95663,0.78577,1.1337,0.6166,1.47254,3.74383e-05,3.74383e-05,3.74383e-05
119,627.88,2.29036,0.77947,1.47569,0.89758,0.91457,0.95689,0.7921,1.11566,0.615,1.47129,3.66899e-05,3.66899e-05,3.66899e-05
120,633.323,2.51473,0.79454,1.43466,0.90327,0.91485,0.95858,0.78641,1.13961,0.61633,1.46916,3.5945e-05,3.5945e-05,3.5945e-05
121,638.72,2.48004,0.78077,1.43334,0.87034,0.88422,0.95416,0.79494,1.10366,0.67663,1.46295,3.52037e-05,3.52037e-05,3.52037e-05
122,644.212,2.28965,0.76649,1.44637,0.87731,0.89737,0.95544,0.79406,1.10762,0.64963,1.4632,3.44661e-05,3.44661e-05,3.44661e-05
123,649.908,2.50806,0.78041,1.41155,0.90938,0.90996,0.95889,0.79243,1.11574,0.60459,1.46386,3.37325e-05,3.37325e-05,3.37325e-05
124,655.498,2.34543,0.77245,1.46057,0.9109,0.92005,0.96059,0.78587,1.15994,0.59224,1.46729,3.3003e-05,3.3003e-05,3.3003e-05
125,661.198,2.35867,0.77385,1.44025,0.90673,0.9243,0.96026,0.79708,1.09874,0.59432,1.45876,3.22778e-05,3.22778e-05,3.22778e-05
126,667.36,2.46583,0.77256,1.42059,0.90403,0.91104,0.9585,0.78583,1.14573,0.60893,1.45967,3.15572e-05,3.15572e-05,3.15572e-05
127,673.143,2.2907,0.77276,1.44296,0.91018,0.91671,0.95958,0.7958,1.08538,0.60314,1.44806,3.08412e-05,3.08412e-05,3.08412e-05
128,678.846,2.41123,0.77434,1.41119,0.90009,0.92538,0.95973,0.79612,1.08641,0.59022,1.44094,3.013e-05,3.013e-05,3.013e-05
129,684.351,2.44133,0.77656,1.45022,0.89279,0.92836,0.95906,0.79614,1.09546,0.58745,1.4512,2.94239e-05,2.94239e-05,2.94239e-05
130,689.907,2.40554,0.77013,1.42771,0.88618,0.90853,0.95754,0.79453,1.09554,0.6289,1.44586,2.8723e-05,2.8723e-05,2.8723e-05
131,695.457,2.35289,0.76433,1.41547,0.90354,0.91366,0.95873,0.78815,1.12593,0.60541,1.44776,2.80275e-05,2.80275e-05,2.80275e-05
132,700.965,2.47966,0.75998,1.41974,0.9002,0.91514,0.95853,0.79709,nan,nan,nan,2.73375e-05,2.73375e-05,2.73375e-05
133,706.593,2.44758,0.77655,1.41128,0.90664,0.91468,0.96096,0.7907,1.13438,0.60727,1.44876,2.66532e-05,2.66532e-05,2.66532e-05
134,712.265,2.38211,0.76498,1.41399,0.91131,0.92588,0.96284,0.80181,1.07951,0.58937,1.43789,2.59748e-05,2.59748e-05,2.59748e-05
135,718.243,2.27661,0.75388,1.41788,0.90617,0.93035,0.96232,0.79526,1.10172,0.58655,1.43771,2.53024e-05,2.53024e-05,2.53024e-05
136,722.54,2.34908,0.76738,1.41413,0.90868,0.91581,0.96045,0.7954,1.09482,0.60042,1.43473,2.46363e-05,2.46363e-05,2.46363e-05
137,727.379,2.44042,0.76322,1.38327,0.91139,0.91605,0.96133,0.79141,1.11333,0.59797,1.43269,2.39766e-05,2.39766e-05,2.39766e-05
138,732.903,2.25788,0.76009,1.41403,0.91173,0.92143,0.96192,0.79933,nan,nan,nan,2.33234e-05,2.33234e-05,2.33234e-05
139,738.493,2.46491,0.76782,1.40557,0.90815,0.91304,0.96017,0.79721,1.09149,0.60129,1.43483,2.26769e-05,2.26769e-05,2.26769e-05
140,743.836,2.25835,0.75502,1.41393,0.90211,0.91572,0.96012,0.79367,1.10055,0.60619,1.43477,2.20372e-05,2.20372e-05,2.20372e-05
141,749.318,2.2882,0.75334,1.4124,0.91297,0.91361,0.9609,0.79372,1.09852,0.59101,1.43258,2.14046e-05,2.14046e-05,2.14046e-05
142,754.836,2.2256,0.75247,1.40104,0.90894,0.92664,0.96133,0.8018,1.07258,0.58664,1.42715,2.07792e-05,2.07792e-05,2.07792e-05
143,760.467,2.40768,0.76805,1.39987,0.91564,0.9115,0.9618,0.80478,1.07187,0.60316,1.42441,2.01611e-05,2.01611e-05,2.01611e-05
144,766.042,2.33331,0.75365,1.40088,0.91875,0.91264,0.96229,0.79442,1.09849,0.59561,1.42326,1.95505e-05,1.95505e-05,1.95505e-05
145,771.784,2.2848,0.75787,1.39963,0.91343,0.9223,0.96239,0.79733,1.0798,0.5847,1.41939,1.89475e-05,1.89475e-05,1.89475e-05
146,777.564,2.30975,0.74805,1.39817,0.91124,0.91351,0.96138,0.79589,1.09861,0.59969,1.42252,1.83523e-05,1.83523e-05,1.83523e-05
147,783.006,2.22439,0.74779,1.40036,0.91032,0.90933,0.96089,0.7997,1.08214,0.60845,1.41951,1.77651e-05,1.77651e-05,1.77651e-05
148,788.675,2.16693,0.74316,1.40375,0.90757,0.91409,0.96062,0.802,1.06585,0.60566,1.41548,1.71859e-05,1.71859e-05,1.71859e-05
149,794.459,2.30386,0.74078,1.39183,0.90982,0.90769,0.95992,0.79197,1.09669,0.60157,1.41489,1.66149e-05,1.66149e-05,1.66149e-05
150,800.167,2.24273,0.74949,1.40623,0.90357,0.91365,0.96024,0.80068,1.06265,0.60216,1.41155,1.60523e-05,1.60523e-05,1.60523e-05
